# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SEGMENTS	COGID
1303	Sherpa	BELLY	tʰopa	Belly:Low-Rise	tʰ o p a	1 7 1 7	AXBZ	TUPA	6	6.T.C 6.U.V 6.P.C 6.A.V	2.0 1.5 1.75 0.8	0	tʰ o p a	43
1548	Tsum	BELLY	pʰowa	Belly:High	pʰ o w a	1 7 6 7	AXBZ	PUWA	7	7.P.C 7.U.V 7.W.C 7.A.V	2.0 1.5 1.75 0.8	0	pʰ o w a	44
1812	Yolmo	BELLY	pʰo	Belly:High	pʰ o	1 7	AX	PU	8	8.P.C 8.U.V	2.0 1.5	0	pʰ o	44
#
156	Gyalsumdo	BIG	tɕʰjumbu	Big:High	t ɕʰ j u m b u	1 3 6 7 4 1 7	ACCXMBZ	TSJYMPY	1	1.T.C 1.S.C 1.J.C 1.Y.V 1.M.c 1.P.C 1.Y.V	2.0 1.5 1.5 1.5 1.1 1.75 0.8	0	t ɕʰ j u m b u	46
416	Jirel	BIG	ndzod̪a	Big:Mid-High	n d z o d̪ a	4 1 3 7 1 7	ACCYBZ	NTSUTA	2	2.N.C 2.T.C 2.S.C 2.U.V 2.T.C 2.A.V	2.0 1.5 1.5 1.3 1.75 0.8	0	n d z o d̪ a	48
675	Kagate	BIG	tɕʰjombo	Big:	t ɕʰ j o m b o	1 3 6 7 4 1 7	ACCXMBZ	TSJUMPU	3	3.T.C 3.S.C 3.J.C 3.U.V 3.M.c 3.P.C 3.U.V	2.0 1.5 1.5 1.5 1.1 1.75 0.8	0	t ɕʰ j o m b o	46
931	Lowa	BIG	tsʰe	Big:High	t sʰ e	1 3 7	ACX	TSE	4	4.T.C 4.S.C 4.E.V	2.0 1.5 1.5	0	t sʰ e	47
1182	Nubri	BIG	tɕjɔ̃mpu	Big:	t ɕ j ɔ̃ m p u	1 3 6 7 4 1 7	ACCXMBZ	TSJUMPY	5	5.T.C 5.S.C 5.J.C 5.U.V 5.M.c 5.P.C 5.Y.V	2.0 1.5 1.5 1.5 1.1 1.75 0.8	0	t ɕ j ɔ̃ m p u	46
1436	Sherpa	BIG	tɕʰend̪i	Big:Mid	t ɕʰ e n d̪ i	1 3 7 4 1 7	ACXMBZ	TSENTI	6	6.T.C 6.S.C 6.E.V 6.N.c 6.T.C 6.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	t ɕʰ e n d̪ i	47
1679	Tsum	BIG	tɕʰemo	Big:High	t ɕʰ e m o	1 3 7 4 7	ACXBZ	TSEMU	7	7.T.C 7.S.C 7.E.V 7.M.C 7.U.V	2.0 1.5 1.5 1.75 0.8	0	t ɕʰ e m o	47
1943	Yolmo	BIG	tɕʰjimbu	Big:High	t ɕʰ j i m b u	1 3 6 7 4 1 7	ACCXMBZ	TSJIMPY	8	8.T.C 8.S.C 8.J.C 8.I.V 8.M.c 8.P.C 8.Y.V	2.0 1.5 1.5 1.5 1.1 1.75 0.8	0	t ɕʰ j i m b u	46
#
200	Gyalsumdo	BITE	ale	To bite:Mid-High	a l e	7 5 7	XBZ	ALE	1	1.A.V 1.L.C 1.E.V	1.5 1.75 0.8	0	a l e	55
201	Gyalsumdo	BITE	soɡjapb	To bite:Mid-High	s o ɡ j a p b	3 7 1 6 7 1 1	AXBCYLN	SUKJAPP	1	1.S.C 1.U.V 1.K.C 1.J.C 1.A.V 1.P.c 1.P.c	2.0 1.5 1.75 1.5 1.3 1.1 0.8	0	s o ɡ j a p b	49
460	Jirel	BITE	muɹtɕja	To bite:Low-Rise	m u ɹ t ɕ j a	4 7 5 1 3 6 7	AXMBCCZ	MYRTSJA	2	2.M.C 2.Y.V 2.R.c 2.T.C 2.S.C 2.J.C 2.A.V	2.0 1.5 1.1 1.75 1.5 1.5 0.8	0	m u ɹ t ɕ j a	50
461	Jirel	BITE	muɹab	To bite:Low-Rise	m u ɹ a b	4 7 5 7 1	AXBYN	MYRAP	2	2.M.C 2.Y.V 2.R.C 2.A.V 2.P.c	2.0 1.5 1.75 1.3 0.8	0	m u ɹ a b	52
717	Kagate	BITE	murtse	To bite:Low-Rise	m u r t s e	4 7 5 1 3 7	AXMBCZ	MYRTSE	3	3.M.C 3.Y.V 3.R.c 3.T.C 3.S.C 3.E.V	2.0 1.5 1.1 1.75 1.5 0.8	0	m u r t s e	50
977	Lowa	BITE	soɡjapje	To bite:	s o ɡ j a p j e	3 7 1 6 7 1 6 7	AXBCYBCZ	SUKJAPJE	4	4.S.C 4.U.V 4.K.C 4.J.C 4.A.V 4.P.C 4.J.C 4.E.V	2.0 1.5 1.75 1.5 1.3 1.75 1.5 0.8	0	s o ɡ j a p j e	49
978	Lowa	BITE	mukje	To bite:	m u k j e	4 7 1 6 7	AXBCZ	MYKJE	4	4.M.C 4.Y.V 4.K.C 4.J.C 4.E.V	2.0 1.5 1.75 1.5 0.8	0	m u k j e	51
1225	Nubri	BITE	soɡjap	To bite:	s o ɡ j a p	3 7 1 6 7 1	AXBCYN	SUKJAP	5	5.S.C 5.U.V 5.K.C 5.J.C 5.A.V 5.P.c	2.0 1.5 1.75 1.5 1.3 0.8	0	s o ɡ j a p	49
1477	Sherpa	BITE	sət̪əbu	To bite:	s ə t̪ ə b u	3 7 1 7 1 7	AXBYBZ	SETEPY	6	6.S.C 6.E.V 6.T.C 6.E.V 6.P.C 6.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	s ə t̪ ə b u	54
1721	Tsum	BITE	sat̪ob	To bite:High	s a t̪ o b	3 7 1 7 1	AXBYN	SATUP	7	7.S.C 7.A.V 7.T.C 7.U.V 7.P.c	2.0 1.5 1.75 1.3 0.8	0	s a t̪ o b	53
1986	Yolmo	BITE	muɹd̪uŋ	To bite:	m u ɹ d̪ u ŋ	4 7 5 1 7 4	AXMBYN	MYRTYN	8	8.M.C 8.Y.V 8.R.c 8.T.C 8.Y.V 8.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	m u ɹ d̪ u ŋ	50
#
163	Gyalsumdo	BLACK	nakpu	Black:Low-Rise	n a k p u	4 7 1 1 7	AXMBZ	NAKPY	1	1.N.C 1.A.V 1.K.c 1.P.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	0	n a k p u	56
423	Jirel	BLACK	naɡpo	Black:Low-Rise	n a ɡ p o	4 7 1 1 7	AXMBZ	NAKPU	2	2.N.C 2.A.V 2.K.c 2.P.C 2.U.V	2.0 1.5 1.1 1.75 0.8	0	n a ɡ p o	56
682	Kagate	BLACK	nakpu	Black:Low-Rise	n a k p u	4 7 1 1 7	AXMBZ	NAKPY	3	3.N.C 3.A.V 3.K.c 3.P.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	0	n a k p u	56
938	Lowa	BLACK	naɡpo	Black:Fall-Rise	n a ɡ p o	4 7 1 1 7	AXMBZ	NAKPU	4	4.N.C 4.A.V 4.K.c 4.P.C 4.U.V	2.0 1.5 1.1 1.75 0.8	0	n a ɡ p o	56
1189	Nubri	BLACK	n̪akpo	Black:(Low-)Rise	n̪ a k p o	4 7 1 1 7	AXMBZ	NAKPU	5	5.N.C 5.A.V 5.K.c 5.P.C 5.U.V	2.0 1.5 1.1 1.75 0.8	0	n̪ a k p o	56
1443	Sherpa	BLACK	nakpu	Black:Low-Rise	n a k p u	4 7 1 1 7	AXMBZ	NAKPY	6	6.N.C 6.A.V 6.K.c 6.P.C 6.Y.V	2.0 1.5 1.1 1.75 0.8	0	n a k p u	56
1686	Tsum	BLACK	nakpo	Black:Low-Rise	n a k p o	4 7 1 1 7	AXMBZ	NAKPU	7	7.N.C 7.A.V 7.K.c 7.P.C 7.U.V	2.0 1.5 1.1 1.75 0.8	0	n a k p o	56
1950	Yolmo	BLACK	n̪akpu	Black:Mid-Rise	n̪ a k p u	4 7 1 1 7	AXMBZ	NAKPY	8	8.N.C 8.A.V 8.K.c 8.P.C 8.Y.V	2.0 1.5 1.1 1.75 0.8	0	n̪ a k p u	56
#
26	Gyalsumdo	BLOOD	tʰak	Blood:High-Fall	tʰ a k	1 7 1	AXN	TAK	1	1.T.C 1.A.V 1.K.c	2.0 1.5 0.8	0	tʰ a k	57
290	Jirel	BLOOD	tʰak	Blood:High	tʰ a k	1 7 1	AXN	TAK	2	2.T.C 2.A.V 2.K.c	2.0 1.5 0.8	0	tʰ a k	57
551	Kagate	BLOOD	tʰa	Blood:High	tʰ a	1 7	AX	TA	3	3.T.C 3.A.V	2.0 1.5	0	tʰ a	57
804	Lowa	BLOOD	tʰak	Blood:Mid	tʰ a k	1 7 1	AXN	TAK	4	4.T.C 4.A.V 4.K.c	2.0 1.5 0.8	0	tʰ a k	57
1062	Nubri	BLOOD	tʰa	Blood:Mid	tʰ a	1 7	AX	TA	5	5.T.C 5.A.V	2.0 1.5	0	tʰ a	57
1313	Sherpa	BLOOD	tʰak	Blood:Mid-High	tʰ a k	1 7 1	AXN	TAK	6	6.T.C 6.A.V 6.K.c	2.0 1.5 0.8	0	tʰ a k	57
1558	Tsum	BLOOD	tʰɹaʔ	Blood:(Low-)Rise	tʰ ɹ a ʔ	1 5 7 1	ACXN	TRAH	7	7.T.C 7.R.C 7.A.V 7.H.c	2.0 1.5 1.5 0.8	0	tʰ ɹ a ʔ	57
1822	Yolmo	BLOOD	tʰa	Blood:High	tʰ a	1 7	AX	TA	8	8.T.C 8.A.V	2.0 1.5	0	tʰ a	57
#
251	Gyalsumdo	BOARD	t̪al	Plank:High	t̪ a l	1 7 5	AXN	TAL	1	1.T.C 1.A.V 1.L.c	2.0 1.5 0.8	0	t̪ a l	59
513	Jirel	BOARD	pʰəljak	Plank:	pʰ ə l j a k	1 7 5 6 7 1	AXBCYN	PELJAK	2	2.P.C 2.E.V 2.L.C 2.J.C 2.A.V 2.K.c	2.0 1.5 1.75 1.5 1.3 0.8	0	pʰ ə l j a k	61
763	Kagate	BOARD	paŋlek	Plank:High	p a ŋ l e k	1 7 4 5 7 1	AXBCYN	PANLEK	3	3.P.C 3.A.V 3.N.C 3.L.C 3.E.V 3.K.c	2.0 1.5 1.75 1.5 1.3 0.8	0	p a ŋ l e k	58
1023	Lowa	BOARD	paŋlep	Plank:(High-)Fall	p a ŋ l e p	1 7 4 5 7 1	AXBCYN	PANLEP	4	4.P.C 4.A.V 4.N.C 4.L.C 4.E.V 4.P.c	2.0 1.5 1.75 1.5 1.3 0.8	0	p a ŋ l e p	58
1273	Nubri	BOARD	paŋlep	Plank:(Mid-)High	p a ŋ l e p	1 7 4 5 7 1	AXBCYN	PANLEP	5	5.P.C 5.A.V 5.N.C 5.L.C 5.E.V 5.P.c	2.0 1.5 1.75 1.5 1.3 0.8	0	p a ŋ l e p	58
1521	Sherpa	BOARD	jend̪ar	Plank:	j e n d̪ a r	6 7 4 1 7 5	AXMBYN	JENTAR	6	6.J.C 6.E.V 6.N.c 6.T.C 6.A.V 6.R.c	2.0 1.5 1.1 1.75 1.3 0.8	0	j e n d̪ a r	60
1778	Tsum	BOARD	ndɹap	Plank:Low-Rise	n d ɹ a p	4 1 5 7 1	ACCYN	NTRAP	7	7.N.C 7.T.C 7.R.C 7.A.V 7.P.c	2.0 1.5 1.5 1.3 0.8	0	n d ɹ a p	59
2034	Yolmo	BOARD	paŋlep	Plank:High	p a ŋ l e p	1 7 4 5 7 1	AXBCYN	PANLEP	8	8.P.C 8.A.V 8.N.C 8.L.C 8.E.V 8.P.c	2.0 1.5 1.75 1.5 1.3 0.8	0	p a ŋ l e p	58
#
1	Gyalsumdo	BODY	suɡu	Body:Low	s u ɡ u	3 7 1 7	AXBZ	SYKY	1	1.S.C 1.Y.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8	0	s u ɡ u	62
269	Jirel	BODY	dziu	Body:Low	d z iu	1 3 7	ACX	TSI	2	2.T.C 2.S.C 2.I.V	2.0 1.5 1.5	0	d z iu	63
529	Kagate	BODY	dzubu	Body:Mid	d z u b u	1 3 7 1 7	ACXBZ	TSYPY	3	3.T.C 3.S.C 3.Y.V 3.P.C 3.Y.V	2.0 1.5 1.5 1.75 0.8	0	d z u b u	62
781	Lowa	BODY	suʔ	Body:Mid(-High)/(Low-)Rise	s u ʔ	3 7 1	AXN	SYH	4	4.S.C 4.Y.V 4.H.c	2.0 1.5 0.8	0	s u ʔ	62
1041	Nubri	BODY	su	Body:(Low-)Rise	s u	3 7	AX	SY	5	5.S.C 5.Y.V	2.0 1.5	0	s u	62
1292	Sherpa	BODY	dzubu	Body:Low-Rise	d z u b u	1 3 7 1 7	ACXBZ	TSYPY	6	6.T.C 6.S.C 6.Y.V 6.P.C 6.Y.V	2.0 1.5 1.5 1.75 0.8	0	d z u b u	62
1537	Tsum	BODY	zu	Body:Low-Rise	z u	3 7	AX	SY	7	7.S.C 7.Y.V	2.0 1.5	0	z u	62
1800	Yolmo	BODY	ndzuɡu	Body:Mid	n d z u ɡ u	4 1 3 7 1 7	ACCYBZ	NTSYKY	8	8.N.C 8.T.C 8.S.C 8.Y.V 8.K.C 8.Y.V	2.0 1.5 1.5 1.3 1.75 0.8	0	n d z u ɡ u	62
#
24	Gyalsumdo	BONE	ɹoɡo	Bone:Low-Rise	ɹ o ɡ o	5 7 1 7	AXBZ	RUKU	1	1.R.C 1.U.V 1.K.C 1.U.V	2.0 1.5 1.75 0.8	0	ɹ o ɡ o	64
288	Jirel	BONE	ɹuba	Bone:Low-Rise	ɹ u b a	5 7 1 7	AXBZ	RYPA	2	2.R.C 2.Y.V 2.P.C 2.A.V	2.0 1.5 1.75 0.8	0	ɹ u b a	65
549	Kagate	BONE	rekok	Bone:Mid	r e k o k	5 7 1 7 1	AXBYN	REKUK	3	3.R.C 3.E.V 3.K.C 3.U.V 3.K.c	2.0 1.5 1.75 1.3 0.8	0	r e k o k	64
802	Lowa	BONE	ɹuko	Bone:Fall-Rise	ɹ u k o	5 7 1 7	AXBZ	RYKU	4	4.R.C 4.Y.V 4.K.C 4.U.V	2.0 1.5 1.75 0.8	0	ɹ u k o	64
1060	Nubri	BONE	hɹypa	Bone:(Mid-)Fall	h ɹ y p a	3 5 7 1 7	ACXBZ	HRYPA	5	5.H.C 5.R.C 5.Y.V 5.P.C 5.A.V	2.0 1.5 1.5 1.75 0.8	0	h ɹ y p a	65
1311	Sherpa	BONE	ɹukjok	Bone:Low-Rise	ɹ u k j o k	5 7 1 6 7 1	AXBCYN	RYKJUK	6	6.R.C 6.Y.V 6.K.C 6.J.C 6.U.V 6.K.c	2.0 1.5 1.75 1.5 1.3 0.8	0	ɹ u k j o k	64
1556	Tsum	BONE	ɹiɡoʔ	Bone:Low-Rise	ɹ i ɡ o ʔ	5 7 1 7 1	AXBYN	RIKUH	7	7.R.C 7.I.V 7.K.C 7.U.V 7.H.c	2.0 1.5 1.75 1.3 0.8	0	ɹ i ɡ o ʔ	64
1820	Yolmo	BONE	ɹeko	Bone:Mid	ɹ e k o	5 7 1 7	AXBZ	REKU	8	8.R.C 8.E.V 8.K.C 8.U.V	2.0 1.5 1.75 0.8	0	ɹ e k o	64
#
127	Gyalsumdo	BOY	pitsa	Boy:Low-Rise	p i t s a	1 7 1 3 7	AXBCZ	PITSA	1	1.P.C 1.I.V 1.T.C 1.S.C 1.A.V	2.0 1.5 1.75 1.5 0.8	0	p i t s a	66
128	Gyalsumdo	BOY	pu	Boy:Mid-Rise	p u	1 7	AX	PY	1	1.P.C 1.Y.V	2.0 1.5	0	p u	67
388	Jirel	BOY	kʰojobopidza	Boy:	kʰ o j o b o p i d z a	1 7 6 7 1 7 1 7 1 3 7	AXBYBYBYBCZ	KUJUPUPITSA	2	2.K.C 2.U.V 2.J.C 2.U.V 2.P.C 2.U.V 2.P.C 2.I.V 2.T.C 2.S.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.5 0.8	0	kʰ o j o b o p i d z a	66
646	Kagate	BOY	pituk	Boy:…Rise	p i t u k	1 7 1 7 1	AXBYN	PITYK	3	3.P.C 3.I.V 3.T.C 3.Y.V 3.K.c	2.0 1.5 1.75 1.3 0.8	0	p i t u k	66
902	Lowa	BOY	pidza	Boy:Fall-Rise	p i d z a	1 7 1 3 7	AXBCZ	PITSA	4	4.P.C 4.I.V 4.T.C 4.S.C 4.A.V	2.0 1.5 1.75 1.5 0.8	0	p i d z a	66
1155	Nubri	BOY	puh	Boy:	p u h	1 7 3	AXN	PYH	5	5.P.C 5.Y.V 5.H.c	2.0 1.5 0.8	0	p u h	67
1409	Sherpa	BOY	kʰjokpʰedza	Boy:	kʰ j o k pʰ e d z a	1 6 7 1 1 7 1 3 7	ACXMBYBCZ	KJUKPETSA	6	6.K.C 6.J.C 6.U.V 6.K.c 6.P.C 6.E.V 6.T.C 6.S.C 6.A.V	2.0 1.5 1.5 1.1 1.75 1.3 1.75 1.5 0.8	0	kʰ j o k pʰ e d z a	66
1652	Tsum	BOY	ɕjaɾa	Boy:Mid	ɕ j a ɾ a	3 6 7 5 7	ACXBZ	SJARA	7	7.S.C 7.J.C 7.A.V 7.R.C 7.A.V	2.0 1.5 1.5 1.75 0.8	0	ɕ j a ɾ a	68
1916	Yolmo	BOY	ɕjaɹa	Boy:High	ɕ j a ɹ a	3 6 7 5 7	ACXBZ	SJARA	8	8.S.C 8.J.C 8.A.V 8.R.C 8.A.V	2.0 1.5 1.5 1.75 0.8	0	ɕ j a ɹ a	68
#
249	Gyalsumdo	BREAD	kja	Bread:Mid-High	k j a	1 6 7	ACX	KJA	1	1.K.C 1.J.C 1.A.V	2.0 1.5 1.5	1	k j a	70
259	Gyalsumdo	BREAD	kjaŋ	Bread:Low-Rise	k j a ŋ	1 6 7 4	ACXN	KJAN	1	1.K.C 1.J.C 1.A.V 1.N.c	2.0 1.5 1.5 0.8	0	k j a ŋ	70
511	Jirel	BREAD	d̪aɹi	Bread:	d̪ a ɹ i	1 7 5 7	AXBZ	TARI	2	2.T.C 2.A.V 2.R.C 2.I.V	2.0 1.5 1.75 0.8	0	d̪ a ɹ i	69
521	Jirel	BREAD	ɕjoben	Bread:	ɕ j o b e n	3 6 7 1 7 4	ACXBYN	SJUPEN	2	2.S.C 2.J.C 2.U.V 2.P.C 2.E.V 2.N.c	2.0 1.5 1.5 1.75 1.3 0.8	0	ɕ j o b e n	72
761	Kagate	BREAD	maŋre	Bread:Rise	m a ŋ r e	4 7 4 5 7	AXBCZ	MANRE	3	3.M.C 3.A.V 3.N.C 3.R.C 3.E.V	2.0 1.5 1.75 1.5 0.8	0	m a ŋ r e	74
771	Kagate	BREAD	kʰura	Bread:Mid-High	kʰ u r a	1 7 5 7	AXBZ	KYRA	3	3.K.C 3.Y.V 3.R.C 3.A.V	2.0 1.5 1.75 0.8	0	kʰ u r a	69
1021	Lowa	BREAD	makɾa	Bread:Mid	m a k ɾ a	4 7 1 5 7	AXBCZ	MAKRA	4	4.M.C 4.A.V 4.K.C 4.R.C 4.A.V	2.0 1.5 1.75 1.5 0.8	0	m a k ɾ a	69
1032	Lowa	BREAD	kjaŋ	Bread:(Low-)Rise	k j a ŋ	1 6 7 4	ACXN	KJAN	4	4.K.C 4.J.C 4.A.V 4.N.c	2.0 1.5 1.5 0.8	0	k j a ŋ	70
1271	Nubri	BREAD	kʰeu	Bread:(Mid-)High	kʰ eu	1 7	AX	KE	5	5.K.C 5.E.V	2.0 1.5	0	kʰ eu	73
1281	Nubri	BREAD	kʰoɹa	Bread:(Mid-)High	kʰ o ɹ a	1 7 5 7	AXBZ	KURA	5	5.K.C 5.U.V 5.R.C 5.A.V	2.0 1.5 1.75 0.8	0	kʰ o ɹ a	69
1519	Sherpa	BREAD	ɡerok	Bread:Low-Rise	ɡ e r o k	1 7 5 7 1	AXBYN	KERUK	6	6.K.C 6.E.V 6.R.C 6.U.V 6.K.c	2.0 1.5 1.75 1.3 0.8	0	ɡ e r o k	69
1528	Sherpa	BREAD	kuri	Bread:High	k u r i	1 7 5 7	AXBZ	KYRI	6	6.K.C 6.Y.V 6.R.C 6.I.V	2.0 1.5 1.75 0.8	0	k u r i	69
1775	Tsum	BREAD	kja	Bread:Mid-Rise	k j a	1 6 7	ACX	KJA	7	7.K.C 7.J.C 7.A.V	2.0 1.5 1.5	1	k j a	70
1786	Tsum	BREAD	pakut	Bread:Low-Rise	p a k u t	1 7 1 7 1	AXBYN	PAKYT	7	7.P.C 7.A.V 7.K.C 7.Y.V 7.T.c	2.0 1.5 1.75 1.3 0.8	0	p a k u t	71
2032	Yolmo	BREAD	kja	Bread:Mid	k j a	1 6 7	ACX	KJA	8	8.K.C 8.J.C 8.A.V	2.0 1.5 1.5	0	k j a	70
2042	Yolmo	BREAD	kʰuɹa	Bread:High	kʰ u ɹ a	1 7 5 7	AXBZ	KYRA	8	8.K.C 8.Y.V 8.R.C 8.A.V	2.0 1.5 1.75 0.8	0	kʰ u ɹ a	69
#
12	Gyalsumdo	BREAST	oma	Breast:Low-Rise	o m a	7 4 7	XBZ	UMA	1	1.U.V 1.M.C 1.A.V	1.5 1.75 0.8	1	o m a	75
13	Gyalsumdo	BREAST	ɦoma	Breast:Low-Rise	ɦ o m a	3 7 4 7	AXBZ	HUMA	1	1.H.C 1.U.V 1.M.C 1.A.V	2.0 1.5 1.75 0.8	0	ɦ o m a	75
279	Jirel	BREAST	n̪uma	Breast:Low-Rise	n̪ u m a	4 7 4 7	AXBZ	NYMA	2	2.N.C 2.Y.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8	0	n̪ u m a	75
539	Kagate	BREAST	oma	Breast:Low-Rise	o m a	7 4 7	XBZ	UMA	3	3.U.V 3.M.C 3.A.V	1.5 1.75 0.8	1	o m a	75
540	Kagate	BREAST	praŋɡok	Breast: Mid	p r a ŋ ɡ o k	1 5 7 4 1 7 1	ACXMBYN	PRANKUK	3	3.P.C 3.R.C 3.A.V 3.N.c 3.K.C 3.U.V 3.K.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	0	p r a ŋ ɡ o k	76
792	Lowa	BREAST	oma	Breast:(Low-)Rise	o m a	7 4 7	XBZ	UMA	4	4.U.V 4.M.C 4.A.V	1.5 1.75 0.8	1	o m a	75
1051	Nubri	BREAST	tɕju	Breast:Mid	t ɕ j u	1 3 6 7	ACCX	TSJY	5	5.T.C 5.S.C 5.J.C 5.Y.V	2.0 1.5 1.5 1.5	0	t ɕ j u	78
1302	Sherpa	BREAST	oma	Breast:Low-Rise	o m a	7 4 7	XBZ	UMA	6	6.U.V 6.M.C 6.A.V	1.5 1.75 0.8	1	o m a	75
1547	Tsum	BREAST	paʔ	Breast:High	p a ʔ	1 7 1	AXN	PAH	7	7.P.C 7.A.V 7.H.c	2.0 1.5 0.8	0	p a ʔ	77
1810	Yolmo	BREAST	praŋɡo	Breast:Mid	p r a ŋ ɡ o	1 5 7 4 1 7	ACXMBZ	PRANKU	8	8.P.C 8.R.C 8.A.V 8.N.c 8.K.C 8.U.V	2.0 1.5 1.5 1.1 1.75 0.8	0	p r a ŋ ɡ o	76
1811	Yolmo	BREAST	woma	Breast:Low-Rise	w o m a	6 7 4 7	AXBZ	WUMA	8	8.W.C 8.U.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	1	w o m a	75
#
195	Gyalsumdo	BROKEN	tɕʰjakpu	Broken:High	t ɕʰ j a k p u	1 3 6 7 1 1 7	ACCXMBZ	TSJAKPY	1	1.T.C 1.S.C 1.J.C 1.A.V 1.K.c 1.P.C 1.Y.V	2.0 1.5 1.5 1.5 1.1 1.75 0.8	0	t ɕʰ j a k p u	79
453	Jirel	BROKEN	tɕʰakpat̪e	Broken:	t ɕʰ a k p a t̪ e	1 3 7 1 1 7 1 7	ACXMBYBZ	TSAKPATE	2	2.T.C 2.S.C 2.A.V 2.K.c 2.P.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.5 1.1 1.75 1.3 1.75 0.8	0	t ɕʰ a k p a t̪ e	79
712	Kagate	BROKEN	tɕʰjako	Broken:High	t ɕʰ j a k o	1 3 6 7 1 7	ACCXBZ	TSJAKU	3	3.T.C 3.S.C 3.J.C 3.A.V 3.K.C 3.U.V	2.0 1.5 1.5 1.5 1.75 0.8	0	t ɕʰ j a k o	79
972	Lowa	BROKEN	tɕʰaɡtɕa	Broken:	t ɕʰ a ɡ t ɕ a	1 3 7 1 1 3 7	ACXMBCZ	TSAKTSA	4	4.T.C 4.S.C 4.A.V 4.K.c 4.T.C 4.S.C 4.A.V	2.0 1.5 1.5 1.1 1.75 1.5 0.8	0	t ɕʰ a ɡ t ɕ a	79
1220	Nubri	BROKEN	tɕʰjakjo	Broken:Mid	t ɕʰ j a k j o	1 3 6 7 1 6 7	ACCXBCZ	TSJAKJU	5	5.T.C 5.S.C 5.J.C 5.A.V 5.K.C 5.J.C 5.U.V	2.0 1.5 1.5 1.5 1.75 1.5 0.8	0	t ɕʰ j a k j o	79
1472	Sherpa	BROKEN	tɕʰjakpa	Broken:Mid	t ɕʰ j a k p a	1 3 6 7 1 1 7	ACCXMBZ	TSJAKPA	6	6.T.C 6.S.C 6.J.C 6.A.V 6.K.c 6.P.C 6.A.V	2.0 1.5 1.5 1.5 1.1 1.75 0.8	0	t ɕʰ j a k p a	79
1715	Tsum	BROKEN	tɕʰjako	Broken:Mid-Rise	t ɕʰ j a k o	1 3 6 7 1 7	ACCXBZ	TSJAKU	7	7.T.C 7.S.C 7.J.C 7.A.V 7.K.C 7.U.V	2.0 1.5 1.5 1.5 1.75 0.8	0	t ɕʰ j a k o	79
1980	Yolmo	BROKEN	tɕʰjakjo	Broken:Mid-Rise	t ɕʰ j a k j o	1 3 6 7 1 6 7	ACCXBCZ	TSJAKJU	8	8.T.C 8.S.C 8.J.C 8.A.V 8.K.C 8.J.C 8.U.V	2.0 1.5 1.5 1.5 1.75 1.5 0.8	0	t ɕʰ j a k j o	79
#
35	Gyalsumdo	BROOM	tɕʰama	Broom:Mid	t ɕʰ a m a	1 3 7 4 7	ACXBZ	TSAMA	1	1.T.C 1.S.C 1.A.V 1.M.C 1.A.V	2.0 1.5 1.5 1.75 0.8	0	t ɕʰ a m a	82
298	Jirel	BROOM	komuk	Broom:High	k o m u k	1 7 4 7 1	AXBYN	KUMYK	2	2.K.C 2.U.V 2.M.C 2.Y.V 2.K.c	2.0 1.5 1.75 1.3 0.8	0	k o m u k	80
559	Kagate	BROOM	pʰema	Broom:High	pʰ e m a	1 7 4 7	AXBZ	PEMA	3	3.P.C 3.E.V 3.M.C 3.A.V	2.0 1.5 1.75 0.8	0	pʰ e m a	81
813	Lowa	BROOM	tɕʰjaɡma	Broom:Mid	t ɕʰ j a ɡ m a	1 3 6 7 1 4 7	ACCXBCZ	TSJAKMA	4	4.T.C 4.S.C 4.J.C 4.A.V 4.K.C 4.M.C 4.A.V	2.0 1.5 1.5 1.5 1.75 1.5 0.8	0	t ɕʰ j a ɡ m a	82
1070	Nubri	BROOM	koŋmo	Broom:High	k o ŋ m o	1 7 4 4 7	AXMBZ	KUNMU	5	5.K.C 5.U.V 5.N.c 5.M.C 5.U.V	2.0 1.5 1.1 1.75 0.8	0	k o ŋ m o	80
1322	Sherpa	BROOM	komi	Broom:Mid	k o m i	1 7 4 7	AXBZ	KUMI	6	6.K.C 6.U.V 6.M.C 6.I.V	2.0 1.5 1.75 0.8	0	k o m i	80
1567	Tsum	BROOM	koŋmo	Broom:High	k o ŋ m o	1 7 4 4 7	AXMBZ	KUNMU	7	7.K.C 7.U.V 7.N.c 7.M.C 7.U.V	2.0 1.5 1.1 1.75 0.8	0	k o ŋ m o	80
